	date	title	link
1715	2003-06-14	Юбилей прославленной балерины Марины Семеновой	file:///news/2003-06-13/254669-yubiley_proslavlennoy_baleriny_mariny_semenovoy
1716	2003-06-13	Диаспора российских граждан в Латвии отмечает День России	file:///news/2003-06-12/254650-diaspora_rossiyskih_grazhdan_v_latvii_otmechaet_den_rossii
1717	2003-06-12	18 лет строгого режима за измену Родине	file:///news/2003-06-11/254630-18_let_strogogo_rezhima_za_izmenu_rodine
1718	2003-06-11	Сирия не предоставит политического убежища приспешникам Саддама Хусейна	file:///news/2003-06-10/254574-siriya_ne_predostavit_politicheskogo_ubezhischa_prispeshnikam_saddama_huseyna
1719	2003-06-10	50 дальневосточных рыбаков не могут вернуться на родину — их судно арестовано в южнокорейском порту	file:///news/2003-05-23/254028-50_dalnevostochnyh_rybakov_ne_mogut_vernutsya_na_rodinu_ih_sudno_arestovano_v_yuzhnokoreyskom_portu
1720	2003-05-23	День Победы отмечают сегодня по всей России	file:///news/2003-05-09/253536-den_pobedy_otmechayut_segodnya_po_vsey_rossii
1721	2003-05-09	День Победы отмечают во всех городах России	file:///news/2003-05-09/253533-den_pobedy_otmechayut_vo_vseh_gorodah_rossii
1722	2003-05-09	В Хабаровске с подозрением на нетипичную пневмонию госпитализирован житель Комсомольска-на-Амуре	file:///news/2003-05-06/253426-v_habarovske_s_podozreniem_na_netipichnuyu_pnevmoniyu_gospitalizirovan_zhitel_komsomolska_na_amure
1723	2003-05-06	Юбилей отмечает Валерий Гергиев	file:///news/2003-05-02/253292-yubiley_otmechaet_valeriy_gergiev
1724	2003-05-02	Президент Израиля не может вернуться на родину из-за всеобщей забастовки	file:///news/2003-04-30/257276-prezident_izrailya_ne_mozhet_vernutsya_na_rodinu_iz_za_vseobschey_zabastovki
1725	2003-04-30	Репортаж с родины Саддама Хусейна	file:///news/2003-04-19/256908-reportazh_s_rodiny_saddama_huseyna
1726	2003-04-19	Силы коалиции атакуют Тикрит, родину Саддама Хусейна	file:///news/2003-04-12/256634-sily_koalitsii_atakuyut_tikrit_rodinu_saddama_huseyna
1727	2003-04-12	Сотрудники посольства России в Багдаде возвращаются на родину	file:///news/2003-04-08/256488-sotrudniki_posolstva_rossii_v_bagdade_vozvraschayutsya_na_rodinu
1728	2003-04-08	В Дамаск вылетел спецсамолeт МЧС России	file:///news/2003-04-07/256448-v_damask_vyletel_spetssamolet_mchs_rossii
1729	2003-04-07	Союз армян России обратился к соотечественникам в Ереване с официальным заявлением	file:///news/2003-02-27/259222-soyuz_armyan_rossii_obratilsya_k_sootechestvennikam_v_erevane_s_ofitsialnym_zayavleniem
1730	2003-02-27	Ирак покидают члены семей российских дипломатов	file:///news/2003-02-26/259160-irak_pokidayut_chleny_semey_rossiyskih_diplomatov
1731	2003-02-26	Акция протеста российских моряков в южноафриканском порту Кейптаун	file:///news/2003-02-19/258887-aktsiya_protesta_rossiyskih_moryakov_v_yuzhnoafrikanskom_portu_keyptaun
1732	2003-02-19	Исполнилось 130 лет со дня рождения Федора Шаляпина	file:///news/2003-02-13/258712-ispolnilos_130_let_so_dnya_rozhdeniya_fedora_shalyapina
1733	2003-02-13	Владимир Путин встретился с прославленным ученым Роальдом Сагдеевым	file:///news/2003-01-23/258060-vladimir_putin_vstretilsya_s_proslavlennym_uchenym_roaldom_sagdeevym
1734	2003-01-23	В Москву из США приехал знаменитый ученый Роальд Сагдеев	file:///news/2003-01-23/258048-v_moskvu_iz_ssha_priehal_znamenityy_uchenyy_roald_sagdeev
1735	2003-01-23	Ульяновск предложили переименовать в Обломовск	file:///news/2003-01-21/258008-ulyanovsk_predlozhili_pereimenovat_v_oblomovsk
1736	2003-01-21	Одна из самых острых иракско-кувейтских проблем — пропавшие без вести	file:///news/2003-01-20/257959-odna_iz_samyh_ostryh_iraksko_kuveytskih_problem_propavshie_bez_vesti
1737	2003-01-20	Гигантская панда по имени Гао-Гао покидает свою Родину	file:///news/2003-01-16/257841-gigantskaya_panda_po_imeni_gao_gao_pokidaet_svoyu_rodinu
1738	2003-01-16	Возвращение беженцев в Чечню — дело добровольное	file:///news/2002-12-15/261153-vozvraschenie_bezhentsev_v_chechnyu_delo_dobrovolnoe
1739	2002-12-15	На родине Виктора Астафьева откроется дом-музей	file:///news/2002-11-29/260475-na_rodine_viktora_astafieva_otkroetsya_dom_muzey
1740	2002-11-29	Арнольд Шварценеггер против установки памятника Терминатору у себя на родине, в Австрии	file:///news/2002-11-24/260235-arnold_shvartsenegger_protiv_ustanovki_pamyatnika_terminatoru_u_sebya_na_rodine_v_avstrii
1741	2002-11-24	Рабочие из Таджикистана собираются на родину	file:///news/2002-11-15/259875-rabochie_iz_tadzhikistana_sobirayutsya_na_rodinu
1742	2002-11-15	Миграционные власти демонстрируют в действии новый закон о положении иностранцев в России	file:///news/2002-11-14/259820-migratsionnye_vlasti_demonstriruyut_v_deystvii_novyy_zakon_o_polozhenii_inostrantsev_v_rossii
1743	2002-11-14	События Гражданской войны в России до сих пор болью отражаются в сердцах потомков русских эмигрантов	file:///news/2002-11-10/259611-sobytiya_grazhdanskoy_voyny_v_rossii_do_sih_por_bolyu_otrazhayutsya_v_serdtsah_potomkov_russkih_emigrantov
1744	2002-11-10	После революции миллионы поданных Российской империи были вынуждены покинуть Родину	file:///news/2002-11-07/259528-posle_revolyutsii_milliony_podannyh_rossiyskoy_imperii_byli_vynuzhdeny_pokinut_rodinu
1745	2002-11-07	В Пятигорске возобновился суд над одним из лидеров чеченских боевиков Саидом-Магомедом Чупалаевым	file:///news/2002-10-29/263755-v_pyatigorske_vozobnovilsya_sud_nad_odnim_iz_liderov_chechenskih_boevikov_saidom_magomedom_chupalaevym
1746	2002-10-29	На конном рынке в Шали уверены, что вскоре о Чечне заговорят как о родине самых лучших скакунов	file:///news/2002-10-22/263381-na_konnom_rynke_v_shali_uvereny_chto_vskore_o_chechne_zagovoryat_kak_o_rodine_samyh_luchshih_skakunov
1747	2002-10-22	Знаменитый французский альпинист Ален Робер не смог покорить лондонский небоскреб	file:///news/2002-10-19/263280-znamenityy_frantsuzskiy_alpinist_alen_rober_ne_smog_pokorit_londonskiy_neboskreb
1748	2002-10-19	В рязанском селе Константинове отметили день рождения Сергея Есенина	file:///news/2002-10-03/262782-v_ryazanskom_sele_konstantinove_otmetili_den_rozhdeniya_sergeya_esenina
1749	2002-10-03	День Государственного флага России	file:///news/2002-08-22/265472-den_gosudarstvennogo_flaga_rossii
1750	2002-08-22	На родине драматурга Александра Вампилова отмечают 65-летие со дня его рождения	file:///news/2002-08-19/265381-na_rodine_dramaturga_aleksandra_vampilova_otmechayut_65_letie_so_dnya_ego_rozhdeniya
1751	2002-08-19	На свою историческую Родину, в Польшу, прибыл Папа Римский	file:///news/2002-08-17/265309-na_svoyu_istoricheskuyu_rodinu_v_polshu_pribyl_papa_rimskiy
1752	2002-08-17	Папа Римский едет на свою историческую родину	file:///news/2002-08-16/265280-papa_rimskiy_edet_na_svoyu_istoricheskuyu_rodinu
1753	2002-08-16	Русскоязычные дети из стран СНГ проводят школьные каникулы в России	file:///news/2002-08-09/265082-russkoyazychnye_deti_iz_stran_sng_provodyat_shkolnye_kanikuly_v_rossii
1754	2002-08-09	Главная тема совещания в Ингушетии — возвращение вынужденных переселенцев на родину	file:///news/2002-07-24/264572-glavnaya_tema_soveschaniya_v_ingushetii_vozvraschenie_vynuzhdennyh_pereselentsev_na_rodinu
1755	2002-07-24	На берегу Белого моря восстановлено поморское поселение XV века	file:///news/2002-07-22/264503-na_beregu_belogo_morya_vosstanovleno_pomorskoe_poselenie_xv_veka
1756	2002-07-22	Шукшинские дни открылись в Алтайском крае	file:///news/2002-07-17/264358-shukshinskie_dni_otkrylis_v_altayskom_krae
1757	2002-07-17	В аэропорту Хабаровска совершил экстренную посадку Боинг-747, следовавший из Парижа в Токио	file:///news/2002-07-13/264244-v_aeroportu_habarovska_sovershil_ekstrennuyu_posadku_boing_747_sledovavshiy_iz_parizha_v_tokio
