	date	title	link
448	2017-01-17	На родину из Сирии возвращается звено бомбардировщиков Су-24М и медотряд специального назначения	file:///news/2017-01-17/317976-na_rodinu_iz_sirii_vozvraschaetsya_zveno_bombardirovschikov_su_24m_i_medotryad_spetsialnogo_naznacheniya
449	2017-01-17	В Дании скончался праправнук Всероссийского императора Николая I князь Дмитрий Романович Романов	file:///news/2017-01-01/317226-v_danii_skonchalsya_prapravnuk_vserossiyskogo_imperatora_nikolaya_i_knyaz_dmitriy_romanovich_romanov
450	2017-01-01	На авиабазе Хмеймим для российских военнослужащих прошел новогодний праздничный концерт	file:///news/2017-01-01/317219-na_aviabaze_hmeymim_dlya_rossiyskih_voennosluzhaschih_proshel_novogodniy_prazdnichnyy_kontsert
451	2017-01-01	Чтобы вывезти российских дипломатов из США, в Вашингтон будет направлен спецборт летного отряда «Россия»	file:///news/2016-12-30/317173-chtoby_vyvezti_rossiyskih_diplomatov_iz_ssha_v_vashington_budet_napravlen_spetsbort_letnogo_otryada_rossiya
452	2016-12-30	Дорогомиловский суд Москвы признал события на Украине государственным переворотом	file:///news/2016-12-27/316965-dorogomilovskiy_sud_moskvy_priznal_sobytiya_na_ukraine_gosudarstvennym_perevorotom
453	2016-12-27	Важные договоренности достигнуты в первый день встречи в Японии Владимира Путина и Синдзо Абэ	file:///news/2016-12-15/316186-vazhnye_dogovorennosti_dostignuty_v_pervyy_den_vstrechi_v_yaponii_vladimira_putina_i_sindzo_abe
454	2016-12-15	Виктор Янукович выступил на суде о признании событий на Украине в 2014 году госпереворотом	file:///news/2016-12-15/316174-viktor_yanukovich_vystupil_na_sude_o_priznanii_sobytiy_na_ukraine_v_2014_godu_gosperevorotom
455	2016-12-15	В Японии прошла двустороння встреча Владимира Путина и премьер-министра страны Синдзо Абэ	file:///news/2016-12-15/316169-v_yaponii_proshla_dvustoronnya_vstrecha_vladimira_putina_i_premier_ministra_strany_sindzo_abe
456	2016-12-15	Владимир Путин и Синдзо Абэ провели неформальные переговоры в японском Нагато	file:///news/2016-12-15/316160-vladimir_putin_i_sindzo_abe_proveli_neformalnye_peregovory_v_yaponskom_nagato
457	2016-12-15	Визит Владимира Путина в Японию начнется с малой родины премьера Синдзо Абэ, города Нагато	file:///news/2016-12-15/316132-vizit_vladimira_putina_v_yaponiyu_nachnetsya_s_maloy_rodiny_premiera_sindzo_abe_goroda_nagato
458	2016-12-15	Президент Владимир Путин прибывает с двухдневным визитом в Японию	file:///news/2016-12-15/316126-prezident_vladimir_putin_pribyvaet_s_dvuhdnevnym_vizitom_v_yaponiyu
459	2016-12-15	Россиянка, которую бывший муж обвинял в похищении дочери, смогла покинуть США	file:///news/2016-12-01/315168-rossiyanka_kotoruyu_byvshiy_muzh_obvinyal_v_pohischenii_docheri_smogla_pokinut_ssha
460	2016-12-01	Суд в США снял ограничения на выезд гражданки России Ольги Пимановой из страны	file:///news/2016-12-01/315161-sud_v_ssha_snyal_ogranicheniya_na_vyezd_grazhdanki_rossii_olgi_pimanovoy_iz_strany
461	2016-12-01	Афганистан отказывается принимать обратно своих граждан, не получивших вид на жительство в Швеции	file:///news/2016-12-01/315160-afganistan_otkazyvaetsya_prinimat_obratno_svoih_grazhdan_ne_poluchivshih_vid_na_zhitelstvo_v_shvetsii
462	2016-12-01	В Англии тренер-педофил растлевал юных игроков: шокирующие воспоминания именитых спортсменов	file:///news/2016-11-30/315151-v_anglii_trener_pedofil_rastleval_yunyh_igrokov_shokiruyuschie_vospominaniya_imenityh_sportsmenov
463	2016-11-30	Скончался легендарный команданте, лидер кубинской революции Фидель Кастро	file:///news/2016-11-26/314864-skonchalsya_legendarnyy_komandante_lider_kubinskoy_revolyutsii_fidel_kastro
464	2016-11-26	В Великобритании, на родине футбола, набирает популярность новая его разновидность	file:///news/2016-11-10/313777-v_velikobritanii_na_rodine_futbola_nabiraet_populyarnost_novaya_ego_raznovidnost
465	2016-11-10	В матчах британской Уличной лиги для «сверхгабаритных» игроков победителя определяют с помощью весов	file:///news/2016-11-10/313756-v_matchah_britanskoy_ulichnoy_ligi_dlya_sverhgabaritnyh_igrokov_pobeditelya_opredelyayut_s_pomoschyu_vesov
466	2016-11-10	В Великобритании проходят необычные футбольные матчи для игроков, мечтающих сбросить лишний вес	file:///news/2016-11-10/313747-v_velikobritanii_prohodyat_neobychnye_futbolnye_matchi_dlya_igrokov_mechtayuschih_sbrosit_lishniy_ves
467	2016-11-10	Саакашвили, уходящий с поста губернатора Одесской области, обрушился с обвинениями на украинские власти	file:///news/2016-11-07/313515-saakashvili_uhodyaschiy_s_posta_gubernatora_odesskoy_oblasti_obrushilsya_s_obvineniyami_na_ukrainskie_vlasti
468	2016-11-07	В Ростове-на-Дону с утра люди с цветами идут к зданию цирка проститься с Олегом Поповым	file:///news/2016-11-07/313512-v_rostove_na_donu_s_utra_lyudi_s_tsvetami_idut_k_zdaniyu_tsirka_prostitsya_s_olegom_popovym
469	2016-11-07	На родину вернулись последние трое моряков с танкера «Механик Чеботарев», захваченного в Ливии год назад	file:///news/2016-10-25/312702-na_rodinu_vernulis_poslednie_troe_moryakov_s_tankera_mehanik_chebotarev_zahvachennogo_v_livii_god_nazad
470	2016-10-25	В Россию вернулись все члены экипажа захваченного год назад судна «Механик Чеботарев»	file:///news/2016-10-25/312659-v_rossiyu_vernulis_vse_chleny_ekipazha_zahvachennogo_god_nazad_sudna_mehanik_chebotarev
471	2016-10-25	Российский путешественник Константин Журавлев, который три года провел в плену у боевиков в Сирии, вернулся на родину	file:///news/2016-10-14/312009-rossiyskiy_puteshestvennik_konstantin_zhuravlev_kotoryy_tri_goda_provel_v_plenu_u_boevikov_v_sirii_vernulsya_na_rodinu
472	2016-10-14	Украинские спецслужбы заявили о задержании российского шпиона	file:///news/2016-10-10/311638-ukrainskie_spetssluzhby_zayavili_o_zaderzhanii_rossiyskogo_shpiona
473	2016-10-10	Участники клуба «Валдай» подчеркнули важность сотрудничества США и России в решении сирийского кризиса	file:///news/2016-09-30/311074-uchastniki_kluba_valday_podcherknuli_vazhnost_sotrudnichestva_ssha_i_rossii_v_reshenii_siriyskogo_krizisa
474	2016-09-30	Владелец одного из популярных украинских телеканалов попросил политического убежища в Бельгии	file:///news/2016-09-28/310857-vladelets_odnogo_iz_populyarnyh_ukrainskih_telekanalov_poprosil_politicheskogo_ubezhischa_v_belgii
475	2016-09-28	Владелец украинского телеканала «112» вынужден просить политического убежища в Бельгии	file:///news/2016-09-28/310849-vladelets_ukrainskogo_telekanala_112_vynuzhden_prosit_politicheskogo_ubezhischa_v_belgii
476	2016-09-28	Осужденный в США российский летчик К. Ярошенко подписал прошение о передаче на родину	file:///news/2016-09-27/310808-osuzhdennyy_v_ssha_rossiyskiy_letchik_k_yaroshenko_podpisal_proshenie_o_peredache_na_rodinu
477	2016-09-27	Константин Ярошенко подписал документ о согласии на передачу из США на Родину	file:///news/2016-09-27/310771-konstantin_yaroshenko_podpisal_dokument_o_soglasii_na_peredachu_iz_ssha_na_rodinu
478	2016-09-27	Президент обсудил с учеными программу мегагрантов, позволяющую специалистам реализовать свой потенциал на родине	file:///news/2016-09-20/310325-prezident_obsudil_s_uchenymi_programmu_megagrantov_pozvolyayuschuyu_spetsialistam_realizovat_svoy_potentsial_na_rodine
479	2016-09-20	Партия Ангелы Меркель потерпела поражение на выборах в земле Мекленбург-Передняя Померания	file:///news/2016-09-05/309325-partiya_angely_merkel_poterpela_porazhenie_na_vyborah_v_zemle_meklenburg_perednyaya_pomeraniya
480	2016-09-05	Партия Ангелы Меркель ХДС потерпела поражение на выборах в одной из федеральных земель Германии	file:///news/2016-09-05/309314-partiya_angely_merkel_hds_poterpela_porazhenie_na_vyborah_v_odnoy_iz_federalnyh_zemel_germanii
481	2016-09-05	Президент Узбекистана Ислам Каримов скончался 2 сентября	file:///news/2016-09-04/309292-prezident_uzbekistana_islam_karimov_skonchalsya_2_sentyabrya
482	2016-09-04	В Узбекистане простились с президентом Исламом Каримовым	file:///news/2016-09-03/309264-v_uzbekistane_prostilis_s_prezidentom_islamom_karimovym
483	2016-09-03	В Луганске взорван памятник погибшим ополченцам, установленный в центре города	file:///news/2016-09-01/309120-v_luganske_vzorvan_pamyatnik_pogibshim_opolchentsam_ustanovlennyy_v_tsentre_goroda
484	2016-09-01	Второй рейс с российскими спортсменами-олимпийцами прибыл в Москву	file:///news/2016-08-24/308564-vtoroy_reys_s_rossiyskimi_sportsmenami_olimpiytsami_pribyl_v_moskvu
485	2016-08-24	Причиной задержки рейса с олимпийцами в Рио-де-Жанейро стала огромная матрешка	file:///news/2016-08-23/308535-prichinoy_zaderzhki_reysa_s_olimpiytsami_v_rio_de_zhaneyro_stala_ogromnaya_matreshka
486	2016-08-23	В Нью-Йорке прощаются с Эрнстом Неизвестным	file:///news/2016-08-18/308290-v_nyu_yorke_proschayutsya_s_ernstom_neizvestnym
487	2016-08-18	Пилот вертолета, освобожденный из плена талибов, возвращается в Россию	file:///news/2016-08-16/308115-pilot_vertoleta_osvobozhdennyy_iz_plena_talibov_vozvraschaetsya_v_rossiyu
488	2016-08-16	Олимпийские чемпионы с триумфом возвращаются в Россию	file:///news/2016-08-15/308079-olimpiyskie_chempiony_s_triumfom_vozvraschayutsya_v_rossiyu
489	2016-08-15	Павел Шеремет похоронен на Северном кладбище Минска рядом с могилой его отца	file:///news/2016-07-23/306662-pavel_sheremet_pohoronen_na_severnom_kladbische_minska_ryadom_s_mogiloy_ego_ottsa
490	2016-07-23	В Киеве простились с погибшим журналистом Павлом Шереметом	file:///news/2016-07-22/306581-v_kieve_prostilis_s_pogibshim_zhurnalistom_pavlom_sheremetom
491	2016-07-22	В Киеве простились с Павлом Шереметом	file:///news/2016-07-22/306561-v_kieve_prostilis_s_pavlom_sheremetom
492	2016-07-22	Исламский проповедник Ф. Гюлен, которого власти Турции требуют выдать по обвинению в причастности к попытке госпереворота, просит власти США не экстрадировать его на родину	file:///news/2016-07-20/306390-islamskiy_propovednik_f_gyulen_kotorogo_vlasti_turtsii_trebuyut_vydat_po_obvineniyu_v_prichastnosti_k_popytke_gosperevorota_prosit_vlasti_ssha_ne_ekstradirovat_ego_na_rodinu
493	2016-07-20	Исламский проповедник Ф. Гюлен, которого власти Турции обвинили в причастности к попытке переворота, обратился к властям США с просьбой не экстрадировать его на родину	file:///news/2016-07-20/306380-islamskiy_propovednik_f_gyulen_kotorogo_vlasti_turtsii_obvinili_v_prichastnosti_k_popytke_perevorota_obratilsya_k_vlastyam_ssha_s_prosboy_ne_ekstradirovat_ego_na_rodinu
494	2016-07-20	Все российские туристы, которые были вынуждены задержаться в Турции из-за попытки госпереворота, вернулись на родину	file:///news/2016-07-18/306289-vse_rossiyskie_turisty_kotorye_byli_vynuzhdeny_zaderzhatsya_v_turtsii_iz_za_popytki_gosperevorota_vernulis_na_rodinu
495	2016-07-18	Россиянка Полина Серебрянникова, которая пострадала в результате теракта в Ницце, вернулась на родину	file:///news/2016-07-18/306274-rossiyanka_polina_serebryannikova_kotoraya_postradala_v_rezultate_terakta_v_nitstse_vernulas_na_rodinu
496	2016-07-18	По информации генконсульства РФ в Анталье, российские туристы, которые вынуждены были задержаться в Турции из-за попытки госпереворота, благополучно вернулись на родину	file:///news/2016-07-18/306263-po_informatsii_genkonsulstva_rf_v_antalie_rossiyskie_turisty_kotorye_vynuzhdeny_byli_zaderzhatsya_v_turtsii_iz_za_popytki_gosperevorota_blagopoluchno_vernulis_na_rodinu
497	2016-07-18	Застрявшие в турецких аэропортах россияне возвращаются на родину	file:///news/2016-07-18/306241-zastryavshie_v_turetskih_aeroportah_rossiyane_vozvraschayutsya_na_rodinu
498	2016-07-18	Французская полиция задержала ещё одного подозреваемого по делу о теракте в Ницце	file:///news/2016-07-18/306220-frantsuzskaya_politsiya_zaderzhala_eschyo_odnogo_podozrevaemogo_po_delu_o_terakte_v_nitstse
499	2016-07-18	Жители Португалии ликуют в честь триумфа национальной сборной на Евро-2016	file:///news/2016-07-11/305783-zhiteli_portugalii_likuyut_v_chest_triumfa_natsionalnoy_sbornoy_na_evro_2016
500	2016-07-11	Кризис в Венесуэле перехлестнул границу государства	file:///news/2016-07-06/305507-krizis_v_venesuele_perehlestnul_granitsu_gosudarstva
501	2016-07-06	Исландскую сборную по футболу встретили на родине под бой барабанов	file:///news/2016-07-05/305407-islandskuyu_sbornuyu_po_futbolu_vstretili_na_rodine_pod_boy_barabanov
502	2016-07-05	Исландия встретила сборную по футболу, ставшую настоящей сенсацией ЧЕ-2016	file:///news/2016-07-05/305393-islandiya_vstretila_sbornuyu_po_futbolu_stavshuyu_nastoyaschey_sensatsiey_che_2016
503	2016-07-05	Сборная Исландии по футболу вернулась на родину	file:///news/2016-07-05/305377-sbornaya_islandii_po_futbolu_vernulas_na_rodinu
504	2016-07-05	В Москве свой съезд проводит партия «Родина»	file:///news/2016-07-02/305227-v_moskve_svoy_s_ezd_provodit_partiya_rodina
505	2016-07-02	МЧС России доставило на родину около 100 граждан Армении, застрявших в Северной Осетии из-за схода селя в горах	file:///news/2016-06-30/305047-mchs_rossii_dostavilo_na_rodinu_okolo_100_grazhdan_armenii_zastryavshih_v_severnoy_osetii_iz_za_shoda_selya_v_gorah
506	2016-06-30	Россиянка Светлана Кузнецова обыграла на Уимблдонском теннисном турнире бывшую первую ракетку мира Каролин Возняцки	file:///news/2016-06-29/305016-rossiyanka_svetlana_kuznetsova_obygrala_na_uimbldonskom_tennisnom_turnire_byvshuyu_pervuyu_raketku_mira_karolin_voznyatski
507	2016-06-29	Из-за схода селя закрыта единственная автодорога, соединяющая Грузию и Армению с Россией	file:///news/2016-06-29/304989-iz_za_shoda_selya_zakryta_edinstvennaya_avtodoroga_soedinyayuschaya_gruziyu_i_armeniyu_s_rossiey
508	2016-06-29	Аллею славы открыли в Ливадийском дворце в Крыму	file:///news/2016-06-22/304594-alleyu_slavy_otkryli_v_livadiyskom_dvortse_v_krymu
509	2016-06-22	Россия помиловала двух украинцев и вызволила еще двоих граждан Украины	file:///news/2016-06-15/304183-rossiya_pomilovala_dvuh_ukraintsev_i_vyzvolila_esche_dvoih_grazhdan_ukrainy
510	2016-06-15	Показ конкурсных фильмов начался на Международном кинофестивале имени Андрея Тарковского «Зеркало»	file:///news/2016-06-15/304178-pokaz_konkursnyh_filmov_nachalsya_na_mezhdunarodnom_kinofestivale_imeni_andreya_tarkovskogo_zerkalo
511	2016-06-15	Особый рейс приземлился в аэропорту «Внуково»	file:///news/2016-06-14/304131-osobyy_reys_prizemlilsya_v_aeroportu_vnukovo
512	2016-06-14	Спецслужбы Германии выделили дополнительную охрану части парламентариев	file:///news/2016-06-12/304021-spetssluzhby_germanii_vydelili_dopolnitelnuyu_ohranu_chasti_parlamentariev
513	2016-06-12	Одиннадцати германским парламентариям выделили дополнительную охрану	file:///news/2016-06-12/304011-odinnadtsati_germanskim_parlamentariyam_vydelili_dopolnitelnuyu_ohranu
514	2016-06-12	Во Франции перед началом Евро-2016 спецслужбы переведены в режим повышенной готовности	file:///news/2016-06-05/303538-vo_frantsii_pered_nachalom_evro_2016_spetssluzhby_perevedeny_v_rezhim_povyshennoy_gotovnosti
515	2016-06-05	У российских военных в Сирии появился свой культурно-досуговый центр	file:///news/2016-05-30/303145-u_rossiyskih_voennyh_v_sirii_poyavilsya_svoy_kulturno_dosugovyy_tsentr
516	2016-05-30	На авиабазе «Хмеймим» в Сирии открылся культурно-досуговый центр	file:///news/2016-05-30/303132-na_aviabaze_hmeymim_v_sirii_otkrylsya_kulturno_dosugovyy_tsentr
517	2016-05-30	В России отмечают День пограничника	file:///news/2016-05-28/303062-v_rossii_otmechayut_den_pogranichnika
518	2016-05-28	После разминирования древней Пальмиры на родину вернулись российские саперы	file:///news/2016-05-27/303012-posle_razminirovaniya_drevney_palmiry_na_rodinu_vernulis_rossiyskie_sapery
519	2016-05-27	Российская яхта «Элфин», задержанная северокорейскими рыбаками, вернулась на родину	file:///news/2016-05-17/302288-rossiyskaya_yahta_elfin_zaderzhannaya_severokoreyskimi_rybakami_vernulas_na_rodinu
520	2016-05-17	Американская ПРО официально развернута на бывшем советском аэродроме в Румынии. Должна ли Россия готовить адекватный ответ?	file:///news/2016-05-15/302190-amerikanskaya_pro_ofitsialno_razvernuta_na_byvshem_sovetskom_aerodrome_v_rumynii_dolzhna_li_rossiya_gotovit_adekvatnyy_otvet
521	2016-05-15	В Грузии открыт памятник Мелитону Кантария, водрузившему Знамя Победы над Рейхстагом	file:///news/2016-05-10/301884-v_gruzii_otkryt_pamyatnik_melitonu_kantariya_vodruzivshemu_znamya_pobedy_nad_reyhstagom
522	2016-05-10	В Грузии открыт памятник Герою СССР Мелитону Кантария	file:///news/2016-05-10/301872-v_gruzii_otkryt_pamyatnik_geroyu_sssr_melitonu_kantariya
523	2016-05-10	Торжествами и многолюдными шествиями отметили 9 мая в столицах бывших советских республик	file:///news/2016-05-09/301814-torzhestvami_i_mnogolyudnymi_shestviyami_otmetili_9_maya_v_stolitsah_byvshih_sovetskih_respublik
524	2016-05-09	В Оренбургской области с воинскими почестями похоронен Александр Прохоренко, павший смертью храбрых в Сирии	file:///news/2016-05-06/301699-v_orenburgskoy_oblasti_s_voinskimi_pochestyami_pohoronen_aleksandr_prohorenko_pavshiy_smertyu_hrabryh_v_sirii
525	2016-05-06	В Оренбургской области с воинскими почестями похоронен Александр Прохоренко, павший смертью храбрых под Пальмирой	file:///news/2016-05-06/301684-v_orenburgskoy_oblasti_s_voinskimi_pochestyami_pohoronen_aleksandr_prohorenko_pavshiy_smertyu_hrabryh_pod_palmiroy
526	2016-05-06	На аэродроме «Чкаловский» прошла торжественная церемония прощания со старшим лейтенантом Александром Прохоренко	file:///news/2016-05-05/301625-na_aerodrome_chkalovskiy_proshla_torzhestvennaya_tseremoniya_proschaniya_so_starshim_leytenantom_aleksandrom_prohorenko
527	2016-05-05	Герой России, старший лейтенант Александр Прохоренко будет похоронен на малой родине в Оренбургской области	file:///news/2016-05-05/301644-geroy_rossii_starshiy_leytenant_aleksandr_prohorenko_budet_pohoronen_na_maloy_rodine_v_orenburgskoy_oblasti
528	2016-05-05	Останки погибшего в Сирии офицера доставлены в Москву	file:///news/2016-04-29/301361-ostanki_pogibshego_v_sirii_ofitsera_dostavleny_v_moskvu
529	2016-04-29	Юбилей российской валюты начали отмечать на ее родине — в Великом Новгороде	file:///news/2016-04-26/301109-yubiley_rossiyskoy_valyuty_nachali_otmechat_na_ee_rodine_v_velikom_novgorode
530	2016-04-26	Огонь XXXI летних Олимпийских игр 2016 года зажжен в Древней Олимпии	file:///news/2016-04-21/300829-ogon_xxxi_letnih_olimpiyskih_igr_2016_goda_zazhzhen_v_drevney_olimpii
531	2016-04-21	Мощный паводок на Урале и в Сибири. В Великом Устюге саперы готовятся взрывать ледяные заторы	file:///news/2016-04-16/300506-moschnyy_pavodok_na_urale_i_v_sibiri_v_velikom_ustyuge_sapery_gotovyatsya_vzryvat_ledyanye_zatory
532	2016-04-16	В Калининграде осужден бывший офицер, шпионивший на Литву	file:///news/2016-04-13/300330-v_kaliningrade_osuzhden_byvshiy_ofitser_shpionivshiy_na_litvu
533	2016-04-13	Угонщик, захвативший в конце марта пассажирский самолет, предстанет перед судом на родине	file:///news/2016-04-07/299924-ugonschik_zahvativshiy_v_kontse_marta_passazhirskiy_samolet_predstanet_pered_sudom_na_rodine
534	2016-04-07	Египетского угонщика, захватившего 29 марта пассажирский самолёт, будут судить на родине	file:///news/2016-04-07/299908-egipetskogo_ugonschika_zahvativshego_29_marta_passazhirskiy_samolyot_budut_sudit_na_rodine
535	2016-04-07	Правозащитники: Турция расстреливает сирийских беженцев на границе и депортирует их на родину	file:///news/2016-04-01/299545-pravozaschitniki_turtsiya_rasstrelivaet_siriyskih_bezhentsev_na_granitse_i_deportiruet_ih_na_rodinu
536	2016-04-01	Три ударных вертолета ВКС РФ, а также летный состав покинули авиабазу Хмеймим в Сирии	file:///news/2016-03-28/162037-tri_udarnyh_vertoleta_vks_rf_a_takzhe_letnyy_sostav_pokinuli_aviabazu_hmeymim_v_sirii
537	2016-03-28	160 военнослужащих вернулись на родину из Сирии	file:///news/2016-03-23/161805-160_voennosluzhaschih_vernulis_na_rodinu_iz_sirii
538	2016-03-23	Из Сирии на родину сегодня вернулись 160 военнослужащих	file:///news/2016-03-23/161783-iz_sirii_na_rodinu_segodnya_vernulis_160_voennosluzhaschih
539	2016-03-23	Первая группа российских военных самолётов вернулась из Сирии	file:///news/2016-03-15/87168-pervaya_gruppa_rossiyskih_voennyh_samolyotov_vernulas_iz_sirii
540	2016-03-15	Дональда Трампа назвали виновником массовых беспорядков в Чикаго	file:///news/2016-03-12/86998-donalda_trampa_nazvali_vinovnikom_massovyh_besporyadkov_v_chikago
541	2016-03-12	В Чикаго выступление Дональда Трампа превратилось в беспорядки	file:///news/2016-03-12/86982-v_chikago_vystuplenie_donalda_trampa_prevratilos_v_besporyadki
542	2016-03-12	МИД РФ: Вашингтон пытается повлиять на суд по делу украинской лётчицы Надежды Савченко	file:///news/2016-03-09/57057-mid_rf_vashington_pytaetsya_povliyat_na_sud_po_delu_ukrainskoy_lyotchitsy_nadezhdy_savchenko
543	2016-03-09	КНДР угрожает применить ядерное оружие с целью «освобождения Южной Кореи и воссоединения родины»	file:///news/2016-03-07/49322-kndr_ugrozhaet_primenit_yadernoe_oruzhie_s_tselyu_osvobozhdeniya_yuzhnoy_korei_i_vossoedineniya_rodiny
544	2016-03-07	Сын Реджепа Эрдогана покинул Италию после выдвижения обвинений в отмывании денег	file:///news/2016-03-04/28133-syn_redzhepa_erdogana_pokinul_italiyu_posle_vydvizheniya_obvineniy_v_otmyvanii_deneg
545	2016-03-04	В Италии заведено дело в отношении сына президента Турции Реджепа Эрдогана	file:///news/2016-03-04/26564-v_italii_zavedeno_delo_v_otnoshenii_syna_prezidenta_turtsii_redzhepa_erdogana
546	2016-03-04	На Первом канале премьера многосерийного фильма «Тальянка»	file:///news/2016-02-29/12217-na_pervom_kanale_premiera_mnogoseriynogo_filma_talyanka
547	2016-02-29	На Первом канале — премьера новой многосерийной военной драмы «Тальянка»	file:///news/2016-02-29/12297-na_pervom_kanale_premiera_novoy_mnogoseriynoy_voennoy_dramy_talyanka
548	2016-02-29	В Сирии оппозиционеры переходят в правительственные войска	file:///news/2016-02-26/4248-v_sirii_oppozitsionery_perehodyat_v_pravitelstvennye_voyska
549	2016-02-26	Имя Героя России лётчика Олега Пешкова, погибшего в небе над Сирией, увековечили на его родине	file:///news/2016-02-13/1480-imya_geroya_rossii_lyotchika_olega_peshkova_pogibshego_v_nebe_nad_siriey_uvekovechili_na_ego_rodine
550	2016-02-13	На малой родине лётчика О.Пешкова, погибшего в Сирии, установлена мемориальная плита	file:///news/2016-02-13/1486-na_maloy_rodine_lyotchika_o_peshkova_pogibshego_v_sirii_ustanovlena_memorialnaya_plita
551	2016-02-13	На малой родине погибшего в Сирии лётчика Олега Пешкова установлена мемориальная плита	file:///news/2016-02-13/1495-na_maloy_rodine_pogibshego_v_sirii_lyotchika_olega_peshkova_ustanovlena_memorialnaya_plita
552	2016-02-13	Российские туристы со второй попытки вернулись на родину из Доминиканы	file:///news/2016-02-12/1539-rossiyskie_turisty_so_vtoroy_popytki_vernulis_na_rodinu_iz_dominikany
553	2016-02-12	Российские туристы вернулись на родину из Доминиканы	file:///news/2016-02-12/1542-rossiyskie_turisty_vernulis_na_rodinu_iz_dominikany
554	2016-02-12	После пережитого ужаса в «Боинге» российские туристы прилетели на родину из Доминиканы	file:///news/2016-02-12/1547-posle_perezhitogo_uzhasa_v_boinge_rossiyskie_turisty_prileteli_na_rodinu_iz_dominikany
555	2016-02-12	В Домодедове приземлился самолёт, который доставил людей, переживших аварийную посадку в Доминикане	file:///news/2016-02-12/1554-v_domodedove_prizemlilsya_samolyot_kotoryy_dostavil_lyudey_perezhivshih_avariynuyu_posadku_v_dominikane
556	2016-02-12	В Домодедове ожидают прибытия лайнера из Доминиканы	file:///news/2016-02-12/1556-v_domodedove_ozhidayut_pribytiya_laynera_iz_dominikany
557	2016-02-12	Питерский «Зенит» одержал победу в товарищеском матче с шведским «Норрчёпингом»	file:///news/2016-02-05/1955-piterskiy_zenit_oderzhal_pobedu_v_tovarischeskom_matche_s_shvedskim_norrchyopingom
558	2016-02-05	Авиабаза Хмеймим в Сирии, где размещена группировка российских ВКС, вновь принимает гостей с родины	file:///news/2016-01-30/2413-aviabaza_hmeymim_v_sirii_gde_razmeschena_gruppirovka_rossiyskih_vks_vnov_prinimaet_gostey_s_rodiny
559	2016-01-30	В Турции знали о связях задержанного россиянина Сулейманова с ИГИЛ	file:///news/2016-01-14/3459-v_turtsii_znali_o_svyazyah_zaderzhannogo_rossiyanina_suleymanova_s_igil
560	2016-01-14	Среди задержанных в Турции россиян оказался Айдар Сулейманов, заочно обвиненный в РФ в связях с ИГИЛ	file:///news/2016-01-14/3482-sredi_zaderzhannyh_v_turtsii_rossiyan_okazalsya_aydar_suleymanov_zaochno_obvinennyy_v_rf_v_svyazyah_s_igil
561	2016-01-14	Владимир Путин выразил соболезнования родным и близким главы военной разведки Игоря Сергуна	file:///news/2016-01-04/3926-vladimir_putin_vyrazil_soboleznovaniya_rodnym_i_blizkim_glavy_voennoy_razvedki_igorya_serguna
562	2016-01-04	На сирийской базе Хмеймим российские военнослужащие встретили Новый год по московскому времени	file:///news/2016-01-01/4014-na_siriyskoy_baze_hmeymim_rossiyskie_voennosluzhaschie_vstretili_novyy_god_po_moskovskomu_vremeni
563	2016-01-01	Российские военнослужащие в Сирии встретили Новый год по московскому времени	file:///news/2016-01-01/4019-rossiyskie_voennosluzhaschie_v_sirii_vstretili_novyy_god_po_moskovskomu_vremeni
564	2016-01-01	Поздравить и поддержать российских военных в Сирии приехали актеры и музыканты	file:///news/2015-12-28/4568-pozdravit_i_podderzhat_rossiyskih_voennyh_v_sirii_priehali_aktery_i_muzykanty
565	2015-12-28	Актеры и музыканты поздравили наших военных в Сирии	file:///news/2015-12-28/4600-aktery_i_muzykanty_pozdravili_nashih_voennyh_v_sirii
566	2015-12-28	Мариинский театр представил оперу Родиона Щедрина «Рождественская сказка»	file:///news/2015-12-27/4625-mariinskiy_teatr_predstavil_operu_rodiona_schedrina_rozhdestvenskaya_skazka
567	2015-12-27	В Мариинском театре мировая премьера — опера Родиона Щедрина «Рождественская сказка»	file:///news/2015-12-27/4636-v_mariinskom_teatre_mirovaya_premiera_opera_rodiona_schedrina_rozhdestvenskaya_skazka
568	2015-12-27	В Кабардино-Балкарии при проверке автомобиля на одной из дорог в перестрелке уничтожены три боевика	file:///news/2015-12-24/4813-v_kabardino_balkarii_pri_proverke_avtomobilya_na_odnoy_iz_dorog_v_perestrelke_unichtozheny_tri_boevika
569	2015-12-24	Депардье оказался лишь первой ласточкой. Чем займутся на новой родине новые русские?	file:///news/2015-12-06/5951-depardie_okazalsya_lish_pervoy_lastochkoy_chem_zaymutsya_na_novoy_rodine_novye_russkie
570	2015-12-06	Страшное видео попало на неделе в сеть	file:///news/2015-12-06/5960-strashnoe_video_popalo_na_nedele_v_set
571	2015-12-06	3 декабря — День Неизвестного солдата	file:///news/2015-12-03/6142-3_dekabrya_den_neizvestnogo_soldata
572	2015-12-03	Президент обратился со словами благодарности и уважения к военным, удостоенным госнаград	file:///news/2015-12-03/6153-prezident_obratilsya_so_slovami_blagodarnosti_i_uvazheniya_k_voennym_udostoennym_gosnagrad
573	2015-12-03	Сотни людей в разных российских городах чтут память тех, кто погиб, защищая родину в годы войны	file:///news/2015-12-03/6165-sotni_lyudey_v_raznyh_rossiyskih_gorodah_chtut_pamyat_teh_kto_pogib_zaschischaya_rodinu_v_gody_voyny
